"height","weight","male","earn","earnk","ethnicity","education","mother_education","father_education","walk","exercise","smokenow","tense","angry","age"
66,110,0,13000,13,"White",12,12,12,4,2,1,0,0,30
75,160,1,5000,5,"White",12,12,12,1,2,1,2,2,21
60,92,0,20000,20,"White",14,14,14,4,5,2,5,5,37
72,230,1,22000,22,"White",12,12,12,4,7,2,5,5,28
70,256,0,35000,35,"White",14,14,14,1,1,2,2,2,40
63,118,0,0,0,"Black",16,16,16,3,7,2,1,1,23
75,230,1,28000,28,"Black",9,NA,NA,8,4,2,0,0,55
60,110,0,22000,22,"White",12,12,12,6,3,1,7,7,41
73,186,1,30000,30,"Black",12,NA,12,8,5,2,1,1,44
65,165,1,5000,5,"Black",6,NA,NA,8,1,2,0,0,70
65,210,0,30000,30,"Black",12,12,NA,2,1,2,7,7,32
63,135,0,35000,35,"White",17,17,17,8,1,2,0,0,63
67,140,1,30000,30,"White",16,16,16,8,4,2,0,0,31
61,130,0,32000,32,"White",12,12,12,8,1,2,0,0,69
69,135,0,26000,26,"White",17,17,17,6,5,2,4,4,43
64,144,0,22000,22,"White",14,14,14,4,6,1,1,1,34
62,190,0,15000,15,"White",14,NA,NA,5,1,2,0,0,72
70,150,1,25000,25,"White",12,12,12,6,5,2,0,0,33
68,147,0,11000,11,"White",10,10,10,8,3,1,7,7,24
67,140,1,15000,15,"White",12,NA,NA,8,1,2,0,0,33
62,130,0,13000,13,"White",12,NA,NA,5,1,1,1,1,53
64,180,0,10000,10,"White",15,15,15,7,7,1,1,1,42
68,110,0,0,0,"White",12,12,12,1,1,2,7,7,24
72,200,1,35000,35,"White",16,16,16,8,6,2,0,0,32
68,120,0,12000,12,"White",12,12,12,4,4,2,0,0,45
64,130,0,25000,25,"White",17,17,17,6,1,2,7,7,38
66,130,1,0,0,"White",13,13,13,5,7,1,0,0,57
64,118,0,7000,7,"White",11,NA,NA,8,1,1,0,0,64
73,230,1,57000,57,"White",14,14,14,2,1,1,0,0,37
73,210,1,36000,36,"White",16,16,16,8,4,2,2,2,37
69,175,1,29000,29,"Hispanic",14,14,14,7,6,2,4,4,29
68,133,0,8000,8,"White",13,13,13,8,4,2,2,2,19
71,125,1,3000,3,"Black",11,11,11,8,1,2,4,4,18
63,160,0,0,0,"White",12,12,12,5,2,2,0,0,64
66,205,0,20000,20,"White",16,16,16,8,1,2,0,0,41
66,158,0,0,0,"White",12,NA,NA,8,1,1,3,3,36
66,173,1,33000,33,"White",12,12,12,7,4,2,1,1,57
68,210,0,15000,15,"Hispanic",12,12,NA,8,1,2,0,0,68
70,235,1,16000,16,"White",12,12,12,1,1,2,1,1,33
62,148,0,5000,5,"White",12,12,12,6,7,2,2,2,78
66,142,0,8000,8,"White",14,14,14,5,4,2,3,3,43
63,122,0,32000,32,"Black",16,16,16,4,1,2,3,3,34
75,175,1,14500,14.5,"White",12,12,12,1,3,1,0,0,24
67,125,0,13000,13,"White",12,12,12,2,2,2,6,6,29
68,115,1,5000,5,"White",16,16,16,4,5,2,0,0,27
60,NA,0,5000,5,"Black",12,12,12,2,1,2,0,0,34
62,125,0,0,0,"White",10,NA,NA,8,7,2,2,2,20
70,200,0,5000,5,"White",11,NA,11,4,1,2,1,1,57
63,160,0,7000,7,"White",9,9,9,7,4,2,1,1,25
65,126,0,50000,50,"Black",18,18,18,7,1,2,0,0,65
69,185,0,12000,12,"Black",12,12,12,8,2,1,3,3,35
71,209,1,19000,19,"White",14,14,14,8,6,2,0,0,61
62,110,0,9000,9,"White",12,12,12,8,7,1,0,0,55
64,110,0,25000,25,"White",12,12,12,2,2,1,4,4,38
65,130,0,20000,20,"Black",12,NA,NA,8,1,1,2,2,35
72,170,1,55000,55,"Hispanic",18,18,18,1,1,2,0,0,35
62,145,0,15000,15,"Black",12,NA,NA,2,1,2,0,0,71
75,190,1,45000,45,"White",18,18,18,6,7,1,4,4,31
65,120,0,10000,10,"White",12,12,12,8,7,1,0,0,40
65,142,0,15000,15,"White",12,12,12,8,1,2,0,0,67
63,113,0,13000,13,"White",12,12,12,2,2,1,0,0,19
66,120,0,45000,45,"White",18,18,18,7,7,2,0,0,30
64,110,0,20000,20,"White",13,13,13,1,1,1,7,7,31
68,116,0,45000,45,"White",16,16,16,6,2,2,6,6,29
72,185,1,30000,30,"White",12,12,12,8,6,2,0,0,26
64,110,0,12000,12,"White",12,12,12,8,1,2,1,1,34
70,125,0,26000,26,"White",13,NA,13,7,2,2,2,2,33
65,115,0,12500,12.5,"White",12,12,12,3,6,1,1,1,27
64,130,0,8000,8,"White",12,12,12,2,1,1,1,1,29
64,120,0,15000,15,"Hispanic",16,16,16,2,6,2,7,7,32
67,207,1,65000,65,"White",14,14,14,2,7,1,1,1,25
73,175,1,25000,25,"White",10,NA,10,8,6,1,6,6,21
73,185,1,8000,8,"Hispanic",14,14,14,4,6,2,1,1,21
65,110,1,15000,15,"Other",14,14,14,7,4,2,1,1,21
64,160,0,12000,12,"White",16,16,16,4,1,1,1,1,40
72,195,1,35000,35,"White",12,12,12,8,1,2,2,2,42
67,140,0,35000,35,"Black",13,13,13,5,6,2,2,2,37
67,162,1,40000,40,"White",16,16,16,7,6,2,0,0,31
66,140,0,15000,15,"Hispanic",14,14,14,7,2,2,1,1,24
74,145,1,29000,29,"White",12,12,12,8,4,2,0,0,22
60,114,0,5000,5,"White",10,10,10,8,1,1,0,0,74
64,96,0,15000,15,"White",12,12,12,5,4,1,7,7,33
63,175,0,15000,15,"White",13,13,13,4,2,2,1,1,31
74,250,1,20000,20,"White",12,NA,NA,4,2,2,1,1,36
74,205,1,3000,3,"Black",6,NA,NA,8,5,2,0,0,62
63,120,0,1000,1,"Black",16,16,16,8,2,2,5,5,19
62,140,0,8000,8,"Black",11,11,11,3,2,1,7,7,23
62,103,0,5000,5,"White",12,12,NA,4,6,1,1,1,18
67,160,0,25000,25,"White",16,16,16,8,5,2,2,2,27
75,219,1,5000,5,"White",13,13,13,7,5,1,0,0,22
69,163,1,20000,20,"White",12,12,12,7,4,2,0,0,57
65,133,0,15000,15,"White",12,12,12,2,1,1,0,0,26
73,150,1,30000,30,"White",12,12,12,2,2,2,0,0,34
63,200,0,12000,12,"White",12,NA,12,1,1,1,0,0,35
59,NA,0,5000,5,"White",11,NA,NA,1,1,2,3,3,80
60,120,0,0,0,"White",12,12,12,7,1,1,7,7,34
65,122,0,15000,15,"White",14,14,14,8,7,2,2,2,38
64,145,1,5000,5,"Black",14,14,14,4,1,2,0,0,34
64,130,0,15000,15,"Black",10,NA,NA,5,2,2,1,1,59
64,135,0,25000,25,"White",18,NA,NA,8,1,2,0,0,78
67,210,0,10000,10,"White",14,14,14,7,1,2,1,1,32
69,140,1,16000,16,"White",12,12,12,8,1,1,0,0,19
71,185,1,45000,45,"White",12,12,12,2,5,1,0,0,29
72,170,1,40000,40,"White",14,14,14,5,5,2,0,0,54
72,200,1,15000,15,"White",12,12,12,8,6,1,1,1,26
63,140,0,0,0,"White",12,12,12,4,1,2,7,7,62
66,152,0,20000,20,"White",13,13,13,8,5,1,0,0,33
70,125,1,25000,25,"White",14,NA,NA,3,1,2,0,0,81
64,145,0,19000,19,"White",14,14,14,7,5,1,0,0,52
64,128,0,17600,17.6,"White",16,16,16,2,2,1,3,3,30
68,155,1,7000,7,"White",12,NA,NA,8,1,2,0,0,67
74,207,1,30000,30,"White",12,12,12,5,4,2,2,2,32
62,125,0,18000,18,"White",11,11,11,1,1,1,0,0,47
63,135,0,15000,15,"Hispanic",8,8,NA,7,1,1,0,0,41
65,135,0,25000,25,"White",16,16,16,4,2,1,2,2,47
66,155,0,0,0,"White",14,14,14,6,1,2,1,1,55
60,120,0,6000,6,"White",5,5,5,8,1,2,7,7,62
69,170,1,70000,70,"White",18,18,18,7,6,2,0,0,42
61,115,0,15000,15,"Other",16,16,16,5,1,2,0,0,34
68,140,1,15000,15,"White",12,12,12,8,1,1,0,0,61
65,135,0,25000,25,"White",17,17,17,8,1,1,0,0,33
66,120,0,35000,35,"White",16,16,16,4,6,2,0,0,28
70,155,1,18000,18,"White",16,16,16,5,3,2,0,0,24
72,165,1,28000,28,"Black",15,15,15,2,6,2,0,0,30
66,160,0,35000,35,"White",12,12,12,8,1,1,0,0,49
67,150,1,25000,25,"Hispanic",12,12,12,8,4,2,1,1,23
64,135,0,15000,15,"Hispanic",11,11,11,8,6,2,0,0,21
71,172,1,22000,22,"Hispanic",14,14,NA,7,2,1,0,0,28
63,128,0,0,0,"White",12,12,12,8,6,2,0,0,29
73,190,1,35000,35,"White",12,NA,NA,3,3,2,0,0,30
64,140,0,18000,18,"Black",15,NA,15,1,6,2,0,0,46
68,150,1,35000,35,"White",14,14,14,7,5,1,0,0,37
64,115,0,16400,16.4,"Black",12,12,12,4,1,2,5,5,21
66,135,1,22000,22,"Black",16,16,16,1,1,1,1,1,37
67,128,0,30000,30,"White",16,NA,NA,4,1,2,0,0,58
64,135,0,17000,17,"Hispanic",12,12,12,4,5,2,2,2,27
64,147,0,25000,25,"Black",14,14,14,8,6,2,7,7,36
62,138,0,10000,10,"White",12,12,12,6,1,1,3,3,51
69,180,1,40000,40,"White",12,12,12,1,3,2,1,1,37
63,125,0,12500,12.5,"White",12,12,12,2,1,2,0,0,63
63,180,0,15000,15,"White",12,NA,NA,1,1,2,0,0,77
63,135,0,10000,10,"White",12,12,NA,7,3,2,7,7,30
72,195,1,35000,35,"White",15,NA,NA,1,1,2,3,3,45
61,93,0,0,0,"Hispanic",16,16,16,8,6,2,2,2,23
75,202,1,105000,105,"White",12,12,12,2,2,1,1,1,49
71,160,1,25000,25,"White",12,12,12,2,1,1,1,1,27
70,170,1,1e+05,100,"White",18,18,18,8,7,2,1,1,40
60,130,0,25000,25,"White",12,NA,NA,1,1,1,0,0,61
69,158,1,21000,21,"White",12,NA,12,1,1,1,0,0,51
64,200,0,10000,10,"White",14,14,14,1,1,2,7,7,56
72,222,1,33000,33,"White",12,12,12,2,1,1,3,3,26
69,149,1,26000,26,"White",18,18,18,1,7,2,0,0,25
63,136,0,60000,60,"White",10,10,NA,7,1,2,0,0,78
64,110,0,15000,15,"White",16,16,16,8,5,2,0,0,84
71,235,1,18000,18,"White",16,16,16,7,7,2,1,1,45
59,105,0,15000,15,"White",8,NA,NA,8,1,1,0,0,61
68,170,1,5000,5,"White",13,13,13,6,4,2,0,0,20
77,270,1,60000,60,"White",17,17,17,8,2,2,0,0,42
68,150,0,12000,12,"White",14,14,14,8,1,2,3,3,69
70,140,1,28000,28,"Black",18,18,18,8,1,2,0,0,38
69,154,1,42000,42,"White",18,18,18,5,6,1,0,0,43
63,103,0,2000,2,"White",12,12,12,8,1,1,0,0,33
65,147,0,10000,10,"White",16,16,16,1,1,2,1,1,54
73,190,1,20000,20,"Black",18,18,18,8,6,2,0,0,33
66,145,1,28000,28,"Other",15,15,15,8,1,2,0,0,40
72,212,1,10000,10,"Black",17,17,17,4,2,1,0,0,62
66,164,1,0,0,"White",16,NA,NA,8,1,2,0,0,65
72,161,1,31000,31,"Black",12,12,12,8,6,1,7,7,31
69,172,0,17000,17,"Black",13,13,13,7,1,2,4,4,37
67,220,0,16000,16,"White",12,NA,NA,4,1,2,3,3,39
66,170,0,35000,35,"White",15,15,15,8,1,2,0,0,38
67,111,0,3000,3,"White",12,12,12,4,1,1,7,7,26
68,149,0,5000,5,"White",11,11,11,7,6,1,1,1,78
72,155,1,25000,25,"White",10,NA,NA,1,1,1,0,0,51
68,150,0,16000,16,"White",18,18,18,8,6,2,4,4,39
65,120,0,35000,35,"Black",15,15,15,8,7,2,3,3,42
62,140,0,27000,27,"Black",17,17,17,5,1,2,0,0,33
69,155,1,25000,25,"White",17,17,17,5,5,2,1,1,29
62,200,0,0,0,"White",14,14,14,8,1,2,1,1,78
70,145,1,40000,40,"White",16,16,16,4,4,1,1,1,41
66,151,0,45000,45,"White",16,16,16,5,2,2,0,0,43
66,185,1,14000,14,"White",12,12,NA,7,1,2,2,2,23
66,200,0,25000,25,"White",14,14,14,8,1,1,0,0,37
72,230,1,40000,40,"White",12,12,12,7,5,2,0,0,42
69,187,1,34000,34,"White",12,NA,NA,6,1,1,0,0,35
66,205,1,40000,40,"White",12,NA,12,7,2,2,0,0,34
71,190,1,25000,25,"White",16,16,16,6,1,2,0,0,83
69,165,1,35000,35,"White",14,14,14,1,7,2,0,0,28
60,104,0,12000,12,"Hispanic",12,12,12,8,1,1,0,0,51
65,NA,0,30000,30,"White",17,17,17,8,3,2,4,4,43
62,180,0,23000,23,"White",12,12,12,2,1,1,6,6,40
67,150,0,2000,2,"White",12,12,12,4,2,2,3,3,30
67,175,1,20000,20,"White",14,14,14,8,6,1,0,0,25
68,240,0,10000,10,"Black",9,9,NA,3,1,2,0,0,62
65,175,0,0,0,"Black",6,NA,NA,1,1,2,4,4,67
63,115,0,25000,25,"White",16,16,16,2,1,2,0,0,33
64,210,0,5000,5,"Other",12,12,12,1,1,2,7,7,19
66,150,0,5000,5,"Black",11,NA,NA,8,1,1,0,0,64
66,160,0,60000,60,"Black",16,16,16,8,1,2,0,0,43
74,170,1,12000,12,"Black",16,16,NA,4,1,1,3,3,41
65,157,0,25000,25,"White",18,18,18,2,1,2,1,1,61
63,180,0,22000,22,"Black",14,14,14,2,1,2,0,0,73
62,130,0,0,0,"White",12,12,12,4,1,1,2,2,38
68,165,1,8000,8,"White",17,17,17,2,2,2,0,0,25
68,NA,0,5000,5,"White",17,17,17,8,7,2,0,0,22
66,124,0,2000,2,"White",16,16,16,7,6,2,1,1,21
64,110,0,5000,5,"White",14,14,14,8,2,2,0,0,30
61,130,0,10000,10,"White",13,13,13,7,1,2,0,0,20
65,122,0,18600,18.6,"White",16,16,16,6,6,2,0,0,26
62,120,0,20000,20,"White",14,14,14,8,7,2,0,0,20
73,200,1,1e+05,100,"White",18,18,18,2,1,2,0,0,37
62,135,0,50000,50,"White",15,15,15,1,1,1,2,2,40
70,170,1,27000,27,"White",12,12,12,6,5,2,1,1,42
58,100,0,1000,1,"Black",12,12,12,8,1,1,0,0,58
68,145,1,18000,18,"White",12,12,12,4,2,1,4,4,20
67,140,0,17000,17,"White",14,14,14,4,1,1,7,7,23
64,180,0,10000,10,"White",12,12,12,8,1,2,0,0,74
70,208,1,14000,14,"White",14,NA,NA,1,1,2,0,0,35
72,200,1,7200,7.2,"White",14,NA,NA,8,1,1,0,0,66
63,130,0,0,0,"Other",8,8,8,4,1,1,3,3,52
63,112,0,33000,33,"White",17,17,17,7,2,2,0,0,39
66,180,1,23000,23,"White",12,12,12,1,1,2,0,0,34
65,138,0,10000,10,"White",12,12,12,4,1,2,0,0,41
61,124,1,22000,22,"White",12,12,12,2,6,2,2,2,24
61,110,0,13000,13,"Hispanic",12,12,NA,7,1,2,2,2,19
67,150,0,33000,33,"White",12,12,12,8,6,2,3,3,31
73,250,1,36000,36,"White",12,12,12,7,1,1,0,0,36
66,180,0,10000,10,"Black",10,NA,10,8,1,2,0,0,64
71,185,0,10000,10,"Black",14,14,14,4,1,2,0,0,32
64,145,0,6000,6,"White",12,12,12,5,3,2,1,1,60
70,199,1,25000,25,"White",11,NA,NA,8,1,2,0,0,63
67,165,0,12000,12,"White",12,12,12,8,5,2,3,3,43
62,190,0,10000,10,"White",11,NA,NA,5,1,1,1,1,47
67,131,0,21000,21,"White",12,12,12,6,1,2,2,2,45
69,210,1,26000,26,"White",12,12,12,5,1,2,1,1,32
66,170,0,22000,22,"Black",12,12,12,8,1,1,0,0,50
66,155,0,23000,23,"Black",15,15,15,4,1,2,0,0,54
66,150,1,20000,20,"White",15,15,15,8,7,2,1,1,24
66,130,0,10000,10,"White",13,13,13,4,1,2,0,0,38
64,137,0,15000,15,"White",12,NA,NA,2,1,2,0,0,71
72,190,1,7000,7,"Black",14,14,14,5,5,2,1,1,24
64,195,0,15000,15,"White",12,12,12,7,1,2,2,2,38
64,170,0,0,0,"White",12,12,12,6,1,2,2,2,60
65,160,0,26000,26,"White",16,16,16,1,1,1,0,0,34
72,150,1,10000,10,"White",11,11,11,7,5,1,0,0,31
63,150,0,0,0,"White",8,8,8,1,1,2,0,0,57
71,185,1,3000,3,"White",14,14,14,8,5,2,1,1,20
64,135,0,27000,27,"Hispanic",17,17,17,2,2,2,1,1,41
70,190,1,25000,25,"Black",16,16,16,5,4,1,0,0,52
66,125,0,35000,35,"White",18,18,18,8,1,2,0,0,39
64,112,0,28000,28,"White",17,17,17,5,7,2,7,7,25
69,154,0,25000,25,"White",12,12,12,1,7,1,1,1,22
67,123,0,15000,15,"White",12,12,12,8,6,2,1,1,27
75,178,1,55000,55,"White",18,18,18,8,7,2,0,0,30
66,125,0,20000,20,"Hispanic",17,17,17,8,7,2,0,0,26
67,125,0,8500,8.5,"White",12,12,12,8,1,1,0,0,44
68,132,0,0,0,"White",12,12,12,1,1,2,0,0,58
67,142,0,15000,15,"White",13,13,13,5,2,1,0,0,31
75,214,1,30000,30,"Black",8,NA,NA,6,5,1,0,0,41
71,175,1,30000,30,"White",16,16,16,1,1,2,0,0,30
62,175,0,0,0,"White",12,12,12,8,1,2,0,0,66
68,180,0,5000,5,"White",13,13,13,6,7,2,2,2,54
67,124,0,5000,5,"White",14,14,14,2,3,1,0,0,18
68,135,0,20000,20,"White",12,12,12,7,7,2,1,1,31
70,183,0,20000,20,"White",15,NA,15,7,1,2,1,1,57
70,151,1,22000,22,"White",6,6,6,5,1,2,0,0,75
67,145,1,25000,25,"White",16,16,16,1,6,2,0,0,26
64,122,0,0,0,"White",16,16,16,1,1,1,0,0,62
64,140,0,5000,5,"Black",12,NA,NA,7,2,2,3,3,33
65,120,0,15000,15,"White",12,12,12,8,1,1,0,0,64
71,160,1,3000,3,"White",8,8,8,8,4,2,2,2,22
63,137,0,16000,16,"White",12,12,12,6,1,1,0,0,49
70,175,1,30000,30,"White",14,14,14,8,6,2,1,1,27
64,126,0,0,0,"White",12,12,12,8,1,2,0,0,57
61,148,0,10000,10,"Black",12,12,NA,1,1,2,0,0,39
65,162,0,15000,15,"Black",12,12,12,1,5,2,7,7,28
67,170,1,28000,28,"White",12,12,12,1,2,2,0,0,46
67,150,0,15000,15,"White",12,NA,NA,2,2,2,2,2,45
68,NA,0,15000,15,"White",12,12,12,6,1,2,3,3,69
59,110,0,5000,5,"White",6,NA,NA,8,1,2,0,0,76
63,135,0,5000,5,"White",12,NA,NA,7,7,1,7,7,53
65,153,1,31500,31.5,"White",14,14,14,2,4,2,0,0,35
66,168,1,95000,95,"White",18,18,18,7,2,2,3,3,52
68,160,1,45000,45,"White",17,17,17,7,1,1,0,0,61
69,150,0,20000,20,"White",12,NA,NA,4,1,2,0,0,53
67,145,1,38000,38,"White",12,12,12,1,2,1,7,7,40
72,250,1,10000,10,"White",8,8,NA,8,1,2,0,0,70
63,139,0,15000,15,"White",16,16,16,7,1,2,0,0,73
74,199,1,30000,30,"White",12,12,12,8,1,2,5,5,41
74,225,1,35900,35.9,"White",16,16,16,4,6,2,0,0,42
66,104,0,12000,12,"White",13,13,NA,1,7,2,1,1,22
72,165,1,15000,15,"White",15,15,15,2,1,2,7,7,35
69,115,0,10000,10,"White",16,16,16,2,2,1,0,0,25
66,150,0,45000,45,"White",18,18,18,7,5,2,0,0,44
62,175,0,5000,5,"White",12,12,12,4,5,2,3,3,19
68,130,1,5000,5,"White",11,11,11,8,1,1,0,0,25
74,185,1,40000,40,"White",16,16,16,8,6,2,0,0,56
72,180,1,21500,21.5,"White",12,12,12,8,6,1,4,4,27
66,132,1,14000,14,"White",12,NA,NA,8,1,1,4,4,62
67,175,1,38000,38,"Other",17,17,17,7,4,2,0,0,54
65,130,0,1000,1,"White",12,12,12,8,7,2,0,0,18
66,240,1,14000,14,"White",12,12,NA,8,1,2,4,4,73
65,130,0,15000,15,"White",12,12,12,8,2,1,1,1,31
64,110,0,15000,15,"White",16,16,16,6,2,1,0,0,23
62,132,0,0,0,"Hispanic",12,NA,NA,8,1,2,0,0,63
64,160,0,25000,25,"White",12,NA,NA,4,1,2,0,0,70
68,145,0,24000,24,"White",13,13,13,7,6,2,0,0,42
64,130,0,4500,4.5,"White",16,16,16,8,4,1,4,4,23
64,127,0,18000,18,"White",16,16,16,7,5,2,0,0,63
64,115,0,35000,35,"White",12,12,12,8,7,2,0,0,19
63,100,0,14000,14,"White",12,NA,12,2,2,2,0,0,20
69,160,0,10000,10,"White",12,12,12,1,1,2,7,7,28
67,150,0,9500,9.5,"White",12,12,12,2,1,1,1,1,32
63,140,0,11000,11,"White",15,15,15,1,1,2,0,0,66
67,140,1,17000,17,"White",12,12,12,8,5,2,0,0,67
60,130,0,6000,6,"White",13,13,13,8,6,2,0,0,28
62,140,0,2500,2.5,"White",11,NA,NA,8,1,2,0,0,58
72,163,1,40000,40,"White",16,16,16,7,5,2,0,0,41
67,190,0,0,0,"White",14,14,14,6,5,2,2,2,35
67,165,1,25000,25,"White",16,16,16,8,2,2,1,1,39
68,170,0,15000,15,"White",13,13,13,8,1,2,2,2,65
66,170,0,28000,28,"Black",15,15,15,8,2,1,0,0,60
66,136,0,33000,33,"Black",12,12,12,8,1,2,1,1,45
68,210,0,5000,5,"White",16,16,16,8,4,2,0,0,62
60,149,0,4000,4,"White",8,NA,NA,8,1,2,7,7,64
67,150,0,0,0,"White",12,12,NA,8,6,1,7,7,29
65,130,1,4100,4.1,"White",16,16,16,5,2,1,0,0,30
60,89,1,5000,5,"White",11,11,NA,1,1,2,0,0,76
69,135,0,25000,25,"White",12,12,12,1,1,2,0,0,82
72,205,1,32000,32,"White",12,12,NA,2,7,2,0,0,28
65,170,1,15000,15,"Hispanic",9,9,9,8,1,1,0,0,40
69,170,1,15000,15,"White",14,14,14,7,3,1,0,0,38
64,140,0,13000,13,"White",8,NA,NA,8,1,1,0,0,58
64,150,1,8000,8,"Hispanic",8,8,8,1,4,2,0,0,27
62,100,0,0,0,"Other",17,17,17,1,1,2,3,3,26
65,170,0,0,0,"White",13,13,13,5,4,2,0,0,56
64,125,0,17000,17,"White",12,12,12,8,2,2,1,1,38
67,137,0,15000,15,"White",12,12,12,8,1,2,0,0,77
66,170,1,18000,18,"White",13,13,13,8,4,2,0,0,32
73,165,1,12000,12,"White",12,12,12,7,7,2,1,1,24
74,295,1,7000,7,"White",7,7,7,7,1,2,1,1,49
66,121,0,0,0,"White",12,12,12,2,2,2,2,2,24
65,130,0,1200,1.2,"White",14,14,14,6,3,2,1,1,22
72,170,1,0,0,"White",12,12,12,6,7,2,0,0,18
64,120,0,0,0,"White",12,12,12,6,4,2,2,2,18
63,165,1,14000,14,"White",12,12,12,1,1,1,0,0,21
63,115,0,17000,17,"White",12,12,12,2,1,1,3,3,40
66,150,1,30000,30,"White",12,12,12,8,2,2,3,3,42
69,196,1,5000,5,"White",6,6,6,8,1,2,0,0,61
72,230,1,0,0,"White",10,NA,NA,1,4,2,0,0,63
64,140,0,62000,62,"White",12,12,12,7,1,2,0,0,81
70,260,1,25000,25,"White",12,NA,NA,4,1,2,0,0,53
66,185,0,22000,22,"Hispanic",12,12,12,5,2,2,0,0,33
63,130,0,15000,15,"White",12,12,12,5,4,1,2,2,21
73,210,1,27000,27,"White",12,12,12,3,3,2,3,3,91
63,135,0,20000,20,"White",16,16,16,3,5,2,0,0,26
69,160,0,9000,9,"White",11,11,11,8,7,2,2,2,34
66,120,0,0,0,"White",14,14,14,3,5,2,0,0,24
73,168,1,17000,17,"White",12,12,NA,4,5,2,0,0,30
65,119,0,5000,5,"White",14,14,14,8,1,2,4,4,21
71,145,1,15000,15,"White",12,12,12,1,1,1,4,4,21
68,160,0,1800,1.8,"White",12,12,12,6,1,2,7,7,46
64,145,0,18000,18,"White",12,12,12,3,1,2,1,1,46
