"height","weight","male","earn","earnk","ethnicity","education","mother_education","father_education","walk","exercise","smokenow","tense","angry","age"
63,120,0,25000,25,"White",18,18,18,8,1,2,0,0,42
66,150,0,5000,5,"Black",14,14,14,8,6,2,2,2,47
70,220,1,20000,20,"Black",16,16,16,8,5,2,2,2,41
64,115,0,75000,75,"White",15,15,15,7,4,2,1,1,40
66,170,0,3500,3.5,"White",12,12,12,6,3,2,0,0,40
61,130,0,36000,36,"White",12,NA,12,8,1,2,0,0,71
72,210,1,30000,30,"White",12,12,12,5,3,1,3,3,25
65,145,0,25000,25,"White",13,13,13,1,7,1,0,0,78
64,200,0,1000,1,"White",14,14,14,3,1,2,4,4,26
68,187,1,60000,60,"White",12,NA,NA,8,1,2,0,0,66
64,170,0,5000,5,"White",12,NA,NA,1,1,2,1,1,73
74,195,1,35000,35,"White",13,NA,13,8,1,2,0,0,76
67,160,1,9000,9,"White",13,13,13,8,1,1,0,0,33
70,184,1,35000,35,"White",9,9,9,7,1,2,0,0,84
66,150,0,11000,11,"White",10,10,10,6,1,1,0,0,58
71,180,1,12000,12,"White",12,12,12,8,6,2,0,0,52
71,170,1,30000,30,"White",12,12,12,7,4,1,0,0,43
71,155,1,19000,19,"Black",7,NA,NA,8,1,1,0,0,57
67,215,0,5000,5,"White",12,12,NA,2,1,2,0,0,46
74,205,1,9000,9,"White",9,NA,NA,1,1,1,0,0,61
75,225,1,30000,30,"White",16,16,16,7,2,2,0,0,29
62,118,0,0,0,"White",12,12,12,4,1,2,5,5,33
72,150,1,9000,9,"White",12,12,12,2,4,2,2,2,32
66,145,0,15000,15,"Hispanic",16,16,16,6,5,2,0,0,30
65,135,0,8000,8,"Black",12,12,12,8,5,2,3,3,31
70,175,1,25000,25,"White",8,NA,NA,8,1,2,7,7,45
66,129,0,10000,10,"White",10,10,10,4,1,2,0,0,75
72,160,1,33000,33,"White",12,NA,12,8,4,2,1,1,37
70,175,1,5000,5,"Black",10,NA,NA,8,7,2,0,0,60
72,185,0,5000,5,"Black",5,NA,NA,1,1,2,0,0,83
64,237,0,15000,15,"Black",9,NA,NA,8,1,2,0,0,65
60,140,0,12000,12,"Hispanic",12,12,12,8,1,2,7,7,28
64,136,0,18000,18,"White",15,15,15,3,4,1,2,2,37
61,169,0,5000,5,"Hispanic",8,8,8,5,1,2,0,0,33
66,181,0,15000,15,"Black",12,12,12,6,1,2,0,0,59
65,193,0,30000,30,"White",13,13,13,7,1,2,0,0,61
65,198,0,12500,12.5,"White",12,12,12,5,4,2,3,3,32
62,145,0,10000,10,"Black",12,NA,12,1,1,2,0,0,36
68,212,1,8500,8.5,"Black",13,13,13,1,1,2,0,0,71
67,205,0,15000,15,"White",13,13,13,1,2,2,0,0,36
73,175,1,21000,21,"Black",14,14,14,8,1,2,0,0,46
63,122,0,0,0,"White",12,12,12,8,6,2,0,0,29
64,153,0,21000,21,"White",12,12,12,2,1,2,0,0,77
70,210,1,40000,40,"White",12,12,12,7,2,2,0,0,47
66,135,0,0,0,"White",13,13,13,7,6,2,0,0,24
68,160,0,21000,21,"White",17,17,17,4,2,2,0,0,25
63,123,0,0,0,"White",13,13,13,2,5,2,4,4,39
66,160,0,5000,5,"White",12,12,12,4,1,2,0,0,52
71,153,0,22000,22,"White",17,17,17,2,1,2,2,2,36
73,155,1,30000,30,"White",14,14,14,8,4,2,0,0,26
64,185,0,0,0,"White",12,12,12,3,1,1,3,3,28
61,140,0,123000,123,"White",14,14,14,8,3,2,0,0,58
63,190,0,8000,8,"White",9,NA,9,8,1,2,4,4,45
63,140,0,0,0,"White",9,NA,NA,1,1,1,1,1,54
62,115,0,0,0,"White",8,8,8,7,1,1,0,0,56
64,145,0,2000,2,"White",9,9,NA,3,1,2,0,0,25
67,195,0,7600,7.6,"White",6,NA,6,5,1,2,0,0,62
67,145,0,0,0,"White",12,12,12,1,1,2,2,2,18
66,157,0,5000,5,"White",8,NA,NA,7,1,2,0,0,69
72,160,1,15000,15,"White",14,14,14,7,5,2,2,2,22
66,135,0,5000,5,"White",15,15,15,1,1,2,0,0,27
66,135,0,15000,15,"Black",12,12,12,5,1,2,0,0,30
61,114,0,0,0,"White",18,18,18,3,1,2,0,0,45
63,138,0,10000,10,"White",12,12,12,2,1,2,4,4,25
73,244,1,35000,35,"White",12,12,12,8,2,2,2,2,48
64,130,0,15000,15,"White",12,12,12,1,1,2,7,7,26
66,158,0,15000,15,"White",16,16,16,7,5,1,0,0,57
70,155,0,4000,4,"White",12,12,12,8,3,1,0,0,22
68,165,1,16000,16,"White",8,8,NA,2,6,2,0,0,24
67,128,0,200,0.2,"White",12,12,12,7,1,2,0,0,33
74,195,1,23000,23,"White",16,16,16,4,4,2,0,0,25
64,123,0,16000,16,"White",16,16,16,8,5,1,2,2,27
61,130,0,0,0,"White",12,12,12,2,1,2,1,1,27
66,250,0,0,0,"White",12,12,12,1,1,2,0,0,52
60,200,0,6000,6,"White",12,12,12,2,1,2,3,3,49
59,125,0,600,0.6,"White",9,9,9,8,1,2,0,0,46
62,160,0,0,0,"Black",16,16,16,5,1,2,1,1,36
62,187,0,0,0,"Black",14,14,14,8,1,2,2,2,61
62,124,0,25000,25,"Black",12,12,12,7,1,2,7,7,21
62,210,0,0,0,"White",12,12,12,1,1,2,0,0,25
75,201,1,28000,28,"Other",16,16,16,8,6,1,0,0,34
66,155,0,15000,15,"White",8,NA,NA,6,1,1,NA,NA,47
66,160,0,4000,4,"White",8,8,8,4,1,2,2,2,66
64,129,1,15000,15,"White",12,12,12,8,1,1,2,2,35
71,172,1,15000,15,"White",12,12,12,8,7,2,1,1,25
66,150,0,25000,25,"White",18,18,18,5,2,2,0,0,36
70,170,1,5000,5,"White",13,13,13,1,1,1,0,0,61
61,117,0,0,0,"White",10,NA,NA,2,6,1,2,2,35
63,123,0,25000,25,"White",12,12,12,4,5,1,0,0,30
67,117,0,15000,15,"White",12,12,12,5,1,2,1,1,26
74,230,0,15000,15,"White",12,12,NA,4,1,2,0,0,49
69,180,1,40000,40,"White",11,NA,NA,8,7,1,0,0,44
70,255,1,30000,30,"White",11,11,11,5,1,2,0,0,51
66,195,0,5000,5,"White",12,12,12,8,1,1,7,7,29
74,200,1,35000,35,"White",14,14,14,8,7,2,0,0,34
65,200,0,16000,16,"White",14,14,14,2,1,2,3,3,31
63,145,0,5000,5,"White",12,12,12,3,1,2,7,7,36
64,128,0,28000,28,"White",16,16,16,7,7,2,0,0,40
68,206,1,20000,20,"White",15,15,15,1,2,2,7,7,42
66,140,1,21000,21,"White",13,13,13,8,7,1,7,7,30
69,210,1,17000,17,"Black",12,NA,NA,7,4,1,2,2,42
60,115,0,24000,24,"White",13,13,13,7,1,1,0,0,50
61,110,0,25000,25,"White",12,12,12,8,1,2,0,0,75
75,162,1,40000,40,"White",12,12,12,4,7,2,1,1,46
70,220,1,15000,15,"White",9,9,9,2,2,2,0,0,25
63,145,0,0,0,"Hispanic",9,9,9,8,3,2,7,7,23
69,150,1,0,0,"White",13,13,13,6,6,2,0,0,20
66,165,0,0,0,"White",16,16,16,7,1,2,0,0,63
64,120,0,8000,8,"White",13,13,13,7,5,1,1,1,19
63,175,0,19000,19,"Hispanic",15,15,15,1,1,1,0,0,45
64,178,0,5000,5,"White",12,NA,12,1,1,2,0,0,76
64,120,0,10000,10,"Hispanic",11,NA,NA,8,3,2,2,2,36
67,138,0,45000,45,"White",16,16,16,7,6,1,0,0,69
64,145,1,5000,5,"Black",17,17,17,8,1,2,0,0,33
72,160,1,0,0,"White",14,14,14,7,5,2,0,0,21
63,142,0,24000,24,"Black",14,14,14,4,5,2,1,1,40
67,100,0,5000,5,"White",14,14,14,4,5,2,1,1,19
63,155,0,15000,15,"Hispanic",14,14,14,4,5,2,1,1,42
66,160,1,33000,33,"White",16,16,16,7,7,2,0,0,34
65,125,0,24000,24,"White",14,14,14,8,1,2,0,0,24
63,135,0,6000,6,"White",13,13,13,4,1,2,0,0,23
66,129,0,90000,90,"White",14,NA,NA,6,1,2,0,0,55
64,190,0,0,0,"White",16,16,16,6,2,2,4,4,45
64,170,0,57000,57,"White",18,18,18,7,6,2,0,0,47
68,125,0,15000,15,"White",14,14,14,3,2,2,0,0,21
71,195,1,13800,13.8,"White",14,14,14,4,1,1,1,1,54
71,280,1,30000,30,"White",18,18,18,4,2,2,1,1,37
72,155,1,15000,15,"White",12,12,12,4,3,1,3,3,40
60,115,0,15000,15,"White",14,14,14,7,1,2,0,0,75
70,170,1,31000,31,"White",12,12,12,8,7,2,1,1,29
74,180,1,33000,33,"White",17,17,17,8,7,2,1,1,40
68,175,1,30000,30,"White",18,18,18,8,1,2,0,0,61
74,218,1,12000,12,"White",12,12,12,2,1,2,0,0,38
75,150,1,5000,5,"White",12,12,12,6,1,2,0,0,22
68,171,1,21000,21,"White",12,12,12,6,6,2,0,0,59
72,185,1,45000,45,"White",12,12,12,8,7,1,0,0,59
63,140,0,28000,28,"White",18,18,18,2,4,2,0,0,46
71,225,1,25000,25,"White",9,9,9,1,1,2,0,0,62
72,210,1,12000,12,"White",12,12,12,3,2,2,2,2,31
64,170,0,19000,19,"White",12,12,12,8,2,2,0,0,46
63,200,0,6000,6,"White",14,14,14,8,1,2,6,6,35
66,230,0,5300,5.3,"White",13,13,13,1,1,2,0,0,60
66,121,0,5000,5,"Black",12,12,12,1,1,2,0,0,21
61,87,0,15000,15,"White",13,13,13,1,4,2,7,7,28
60,110,1,5000,5,"Black",2,NA,NA,1,1,2,0,0,90
62,120,0,0,0,"White",12,12,12,2,2,2,3,3,29
65,145,0,15000,15,"White",11,NA,NA,6,1,1,0,0,59
73,215,1,17000,17,"White",12,12,12,8,1,2,4,4,46
66,165,0,4700,4.7,"Black",12,NA,12,5,1,2,6,6,78
67,139,0,5000,5,"White",12,12,12,8,1,2,0,0,75
68,113,0,0,0,"White",12,12,12,1,1,2,0,0,18
62,150,0,9500,9.5,"White",12,12,12,3,1,2,0,0,65
65,150,1,1700,1.7,"White",12,12,12,8,1,2,1,1,22
63,130,0,0,0,"White",14,14,14,8,5,2,1,1,43
62,141,0,5400,5.4,"White",12,12,12,6,1,1,1,1,31
68,160,1,10000,10,"White",12,12,12,7,2,2,0,0,31
59,99,0,25000,25,"White",15,15,15,7,1,2,0,0,83
62,180,0,0,0,"White",12,12,12,6,3,2,2,2,39
69,165,1,5000,5,"White",13,13,NA,4,2,1,0,0,38
70,135,0,25000,25,"White",14,14,14,8,4,1,2,2,33
66,180,1,15000,15,"White",8,8,NA,8,1,2,0,0,82
64,102,0,0,0,"White",9,9,9,8,1,1,2,2,63
59,120,0,15000,15,"White",12,NA,NA,1,1,2,0,0,82
62,100,0,25000,25,"White",10,NA,NA,8,1,1,0,0,73
68,190,1,30000,30,"White",12,12,12,4,2,2,1,1,42
68,157,0,35000,35,"White",16,16,16,7,5,2,2,2,43
63,220,0,25000,25,"White",11,NA,NA,4,1,2,7,7,46
63,130,0,28000,28,"White",18,18,18,4,2,2,0,0,44
63,100,0,42000,42,"White",12,12,12,7,1,1,5,5,40
68,170,1,45000,45,"White",12,12,12,8,1,2,0,0,58
64,121,0,55000,55,"White",12,12,12,8,7,2,1,1,51
65,128,0,5000,5,"White",15,15,15,1,5,2,0,0,39
72,220,1,62000,62,"White",17,17,17,6,1,2,2,2,55
70,135,0,36000,36,"White",16,16,16,3,2,2,1,1,30
66,140,0,15000,15,"White",12,12,12,1,1,2,0,0,81
70,155,1,25000,25,"White",10,NA,NA,8,2,1,0,0,31
72,220,1,19000,19,"White",12,12,12,6,5,2,0,0,28
69,165,1,38000,38,"White",11,11,11,4,2,2,0,0,50
63,120,0,15000,15,"White",14,14,14,8,4,2,1,1,37
58,114,0,4500,4.5,"White",5,NA,NA,1,1,2,0,0,85
63,115,0,96000,96,"White",14,14,14,3,7,2,0,0,27
63,115,0,11000,11,"White",12,12,12,8,1,2,0,0,47
73,312,1,9000,9,"White",15,15,15,8,2,2,0,0,34
69,127,0,5000,5,"White",14,14,14,7,7,2,0,0,24
70,160,1,50000,50,"White",12,12,12,8,1,1,0,0,51
66,115,0,0,0,"White",12,NA,12,7,1,2,0,0,59
60,170,0,5000,5,"White",15,15,NA,8,1,2,0,0,56
66,185,0,0,0,"White",16,16,16,8,1,2,0,0,62
65,185,0,6000,6,"White",13,13,13,8,1,2,0,0,44
72,180,1,1e+05,100,"White",13,13,13,6,7,2,7,7,22
62,130,0,16500,16.5,"White",13,13,13,7,1,2,1,1,46
72,200,1,25000,25,"White",12,12,12,8,1,2,0,0,54
69,185,1,0,0,"White",12,12,12,8,7,2,0,0,18
65,120,0,15000,15,"Black",12,12,12,5,6,2,7,7,32
73,134,1,15000,15,"Black",14,14,14,2,2,2,0,0,26
66,140,0,15000,15,"Black",12,12,12,8,5,2,3,3,40
72,280,1,32000,32,"White",14,14,14,7,1,2,0,0,40
73,230,1,30000,30,"White",18,18,18,1,1,2,0,0,41
68,150,0,10000,10,"White",16,16,16,4,1,2,0,0,42
59,180,0,15000,15,"White",12,12,12,1,1,2,0,0,62
64,128,0,0,0,"White",12,NA,NA,1,1,1,1,1,35
66,125,0,15000,15,"White",12,12,12,8,5,2,0,0,19
60,129,0,6500,6.5,"White",8,8,8,5,1,2,0,0,83
60,124,0,26000,26,"White",18,18,18,6,5,2,0,0,63
65,140,0,17000,17,"White",12,12,12,8,3,2,0,0,59
63,150,0,22000,22,"Other",18,18,18,8,1,2,0,0,59
64,145,0,10000,10,"White",12,12,NA,8,1,2,0,0,41
71,165,1,50000,50,"White",14,14,14,8,7,2,0,0,58
67,162,1,20000,20,"White",12,12,12,6,1,2,0,0,35
63,145,0,5000,5,"White",12,NA,NA,3,1,2,0,0,67
67,150,0,0,0,"White",13,13,13,1,7,2,0,0,59
63,160,0,400,0.4,"White",12,12,12,4,5,1,3,3,31
72,160,1,30000,30,"White",12,NA,NA,7,1,1,0,0,67
65,125,0,16000,16,"White",14,14,14,5,1,2,1,1,59
66,112,0,62000,62,"White",14,14,14,6,2,2,1,1,43
66,160,0,10000,10,"White",12,NA,NA,3,1,2,0,0,66
63,115,0,14000,14,"White",13,13,13,4,6,2,0,0,58
65,112,0,5000,5,"White",15,15,15,3,2,2,5,5,20
74,210,1,40000,40,"White",16,16,16,5,4,2,0,0,34
67,170,0,5000,5,"White",13,13,13,8,1,1,2,2,55
68,185,0,25000,25,"White",17,17,17,1,1,1,0,0,47
65,150,0,12000,12,"White",12,12,12,2,1,2,1,1,51
64,137,0,58000,58,"White",16,16,16,4,7,2,5,5,34
68,128,0,18000,18,"White",16,16,16,4,2,2,1,1,26
65,147,1,1000,1,"White",12,12,12,7,5,2,0,0,18
72,265,1,21000,21,"White",17,17,17,6,7,2,1,1,47
66,158,1,11000,11,"Black",12,12,12,6,4,1,0,0,62
69,220,1,15000,15,"White",7,7,7,6,1,2,0,0,77
64,130,0,13000,13,"White",12,12,12,3,1,2,4,4,36
64,140,0,0,0,"White",12,12,12,8,1,1,0,0,53
60,110,0,20000,20,"Other",16,16,16,6,1,2,0,0,88
72,220,1,25000,25,"Black",12,12,12,5,7,1,1,1,35
70,205,1,5000,5,"Hispanic",8,8,8,7,1,1,0,0,74
64,130,0,600,0.6,"White",12,12,12,5,1,2,0,0,43
67,190,1,25000,25,"Black",14,14,14,2,4,2,1,1,26
69,178,1,15000,15,"White",12,NA,12,8,1,1,1,1,91
68,140,1,36000,36,"White",12,12,12,2,2,1,0,0,28
64,175,0,15000,15,"Other",13,NA,13,1,1,2,0,0,33
64,142,0,35000,35,"White",14,14,14,8,5,2,3,3,36
66,185,0,3500,3.5,"White",12,12,12,8,1,2,0,0,51
65,120,0,19005,19.005,"White",16,16,16,1,7,1,1,1,34
70,170,1,62000,62,"White",14,14,14,1,6,2,0,0,54
69,195,1,62000,62,"White",16,16,16,7,1,2,0,0,35
70,135,1,25000,25,"White",12,12,12,8,2,2,1,1,42
66,180,1,50000,50,"White",12,NA,NA,8,1,2,0,0,52
64,180,0,0,0,"White",12,12,12,1,1,1,1,1,28
66,160,0,0,0,"White",13,13,13,5,1,2,0,0,26
66,140,1,40000,40,"White",12,12,12,8,6,1,0,0,61
74,190,1,26000,26,"White",18,18,18,2,4,2,1,1,26
66,132,0,5000,5,"White",12,NA,12,8,1,2,0,0,72
62,120,0,22000,22,"White",12,12,12,2,2,1,0,0,48
66,164,0,21000,21,"White",17,17,17,8,1,2,1,1,39
62,198,0,6108,6.108,"White",12,12,12,1,1,2,0,0,65
65,145,0,30000,30,"Black",18,18,18,8,4,1,3,3,64
66,165,0,15000,15,"White",11,NA,11,8,1,2,3,3,68
64,160,0,15000,15,"White",12,12,12,2,2,2,0,0,79
63,129,0,6000,6,"White",12,12,12,1,1,2,0,0,78
66,150,0,15000,15,"White",8,NA,NA,6,1,2,0,0,75
71,173,1,27000,27,"White",16,16,16,7,1,2,2,2,29
64,150,0,5000,5,"Hispanic",10,10,NA,2,1,2,0,0,26
66,160,0,4000,4,"White",16,16,16,7,1,2,7,7,42
62,165,0,4416,4.416,"Other",6,NA,NA,5,1,2,2,2,72
66,144,0,5000,5,"White",12,12,12,3,1,1,0,0,39
64,225,0,5000,5,"Black",9,NA,NA,3,1,1,7,7,62
67,NA,0,30000,30,"White",16,16,16,8,1,1,0,0,33
62,130,0,0,0,"White",12,12,12,8,6,2,0,0,76
63,125,0,5000,5,"White",10,NA,NA,8,1,2,0,0,87
65,153,0,0,0,"White",9,9,9,1,1,2,0,0,75
67,175,1,45000,45,"White",18,18,18,1,7,2,0,0,40
61,130,0,18000,18,"White",14,14,14,5,1,2,3,3,45
66,125,0,6000,6,"White",15,15,15,8,6,2,0,0,22
61,155,0,0,0,"White",12,12,NA,7,1,2,1,1,49
72,200,1,14000,14,"White",12,12,12,4,4,2,0,0,24
69,125,0,35000,35,"White",14,14,14,1,1,2,7,7,24
64,120,0,15000,15,"White",16,16,16,8,6,1,0,0,29
63,126,0,12000,12,"Black",12,12,12,6,3,2,2,2,29
60,175,0,1000,1,"White",12,NA,NA,5,7,2,7,7,47
70,195,1,32000,32,"Black",15,15,15,2,2,2,1,1,33
66,155,0,15000,15,"White",15,15,15,8,3,1,0,0,25
69,210,1,62000,62,"White",17,17,17,8,7,2,4,4,36
72,140,1,5000,5,"White",12,12,12,5,6,2,0,0,20
73,185,1,1500,1.5,"White",12,12,12,8,6,2,1,1,19
64,130,0,30000,30,"White",12,12,12,8,6,2,0,0,18
66,138,0,5000,5,"White",13,13,13,8,1,1,0,0,19
65,150,0,3000,3,"Black",16,16,16,3,1,2,0,0,23
71,165,1,35000,35,"White",15,15,15,8,2,2,0,0,42
64,135,0,35000,35,"White",12,12,12,7,5,2,7,7,42
63,114,0,0,0,"White",12,12,12,4,4,2,0,0,45
63,132,0,0,0,"White",16,16,16,7,6,2,7,7,29
72,175,1,70000,70,"White",15,15,15,4,1,1,0,0,48
67,140,0,21000,21,"White",16,16,16,4,7,2,4,4,28
69,145,1,50000,50,"White",11,11,11,2,5,2,1,1,18
71,175,1,15000,15,"White",9,9,9,8,7,1,3,3,21
68,132,1,0,0,"Hispanic",10,NA,NA,2,2,1,5,5,18
64,140,0,15000,15,"White",12,NA,NA,1,1,1,0,0,30
73,172,1,0,0,"Black",12,12,12,5,7,2,2,2,20
62,142,0,5000,5,"Black",9,NA,NA,8,1,2,7,7,63
66,150,0,9000,9,"Black",8,8,8,2,1,2,0,0,35
68,190,1,25000,25,"White",12,12,12,1,1,1,0,0,37
64,185,0,15000,15,"Black",14,14,14,6,1,2,0,0,63
63,140,0,10000,10,"Black",14,14,14,8,5,2,1,1,25
65,125,0,0,0,"White",12,12,12,6,1,1,1,1,60
66,140,0,5000,5,"Black",18,18,18,6,6,2,1,1,43
64,126,1,87000,87,"White",12,12,12,8,1,2,1,1,81
71,175,1,30000,30,"White",12,12,12,4,1,2,0,0,47
72,185,1,16000,16,"White",14,NA,14,5,7,2,0,0,21
68,135,1,20000,20,"White",12,12,12,8,2,1,0,0,51
64,142,0,0,0,"White",12,12,12,2,1,2,0,0,45
72,185,1,1e+05,100,"White",17,17,17,5,1,2,0,0,54
72,240,1,62000,62,"White",12,12,12,6,1,2,1,1,69
66,133,0,10000,10,"White",12,12,12,6,1,2,0,0,43
72,147,0,62000,62,"White",18,18,18,1,1,2,0,0,35
66,200,1,35000,35,"White",14,14,14,7,2,2,0,0,63
65,135,0,7000,7,"White",16,16,16,8,4,2,2,2,31
65,230,0,0,0,"White",12,12,12,1,1,2,1,1,62
66,165,0,0,0,"White",12,12,12,1,1,2,0,0,52
65,230,0,0,0,"White",11,11,NA,2,4,2,7,7,38
71,180,1,8000,8,"Black",14,14,NA,1,6,2,0,0,27
74,270,1,11000,11,"White",10,10,10,5,1,1,0,0,50
70,217,1,25000,25,"White",9,9,NA,8,7,2,1,1,47
64,130,0,25000,25,"White",14,14,14,4,1,1,0,0,45
69,175,1,30000,30,"White",14,14,14,1,1,2,1,1,48
63,120,0,15000,15,"White",12,12,12,1,1,2,7,7,29
66,130,1,0,0,"White",12,12,12,6,5,2,3,3,26
63,105,0,48000,48,"White",18,18,18,4,7,1,0,0,34
68,145,0,17000,17,"White",12,12,NA,2,1,2,0,0,46
66,180,1,15000,15,"White",12,NA,NA,4,1,2,0,0,69
78,200,1,25000,25,"White",12,NA,NA,4,2,1,0,0,64
71,111,0,0,0,"White",8,NA,NA,8,1,2,0,0,70
73,167,1,26000,26,"White",16,16,16,8,7,2,0,0,24
69,165,1,25000,25,"White",12,12,12,8,1,2,0,0,32
63,185,0,10000,10,"White",12,12,12,7,2,2,1,1,61
62,130,0,25000,25,"White",18,18,18,6,1,1,0,0,50
65,125,0,0,0,"White",11,11,11,7,1,2,0,0,57
71,180,1,60000,60,"White",18,18,18,8,5,2,0,0,53
65,115,0,22000,22,"White",18,18,18,7,5,2,0,0,29
62,129,0,5000,5,"White",12,12,12,5,6,2,0,0,20
70,180,1,15000,15,"White",12,12,12,8,1,2,1,1,77
64,145,0,5000,5,"White",12,12,12,3,7,2,0,0,64
72,215,1,15000,15,"White",16,16,16,8,1,1,7,7,44
64,145,0,6200,6.2,"White",13,13,13,5,1,2,0,0,83
65,132,0,24000,24,"White",16,16,16,2,2,1,7,7,32
71,143,1,20000,20,"White",14,14,14,8,7,2,2,2,40
70,150,0,7000,7,"White",14,14,14,6,1,2,0,0,30
73,155,1,0,0,"Black",12,12,12,1,6,2,1,1,19
67,115,0,5000,5,"White",15,15,15,4,1,2,1,1,29
62,121,0,15000,15,"White",12,NA,NA,7,6,1,0,0,60
68,275,0,30000,30,"Black",16,16,16,8,1,2,3,3,48
66,130,0,23000,23,"White",18,18,18,8,7,2,3,3,28
64,130,0,20000,20,"White",12,12,12,2,1,2,0,0,40
66,170,0,3000,3,"White",16,16,16,8,6,2,1,1,29
63,135,0,0,0,"White",12,12,12,4,7,2,5,5,31
70,140,1,30000,30,"White",16,16,16,2,4,2,0,0,41
64,130,0,12000,12,"White",14,14,14,8,5,2,1,1,23
66,150,0,35000,35,"White",5,NA,NA,1,1,2,7,7,73
66,126,0,0,0,"White",7,7,7,8,1,2,4,4,41
63,140,0,0,0,"White",10,NA,NA,2,1,1,4,4,37
71,190,1,40000,40,"White",12,12,12,8,4,2,0,0,38
64,150,0,15000,15,"White",14,14,14,4,1,2,5,5,23
63,153,0,36000,36,"White",16,16,NA,4,1,2,7,7,45
66,145,0,10000,10,"White",12,12,12,1,1,1,0,0,53
63,225,0,0,0,"White",11,NA,NA,4,1,2,0,0,65
68,120,0,13000,13,"White",14,14,14,7,1,2,0,0,48
65,265,0,0,0,"White",12,12,NA,1,1,1,7,7,59
61,120,0,0,0,"White",14,14,14,6,5,2,2,2,41
62,128,0,10000,10,"Black",12,12,NA,2,1,2,6,6,27
69,175,1,30000,30,"Hispanic",12,12,12,4,4,2,0,0,37
