"G1mat","G2mat","G3mat","G1por","G2por","G3por","school","sex","age","address","famsize","Pstatus","Medu","Fedu","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences"
7,10,10,13,13,13,0,0,15,0,0,1,1,1,2,4,1,1,1,1,1,1,1,1,0,3,1,2,1,1,1,2
8,6,5,13,11,11,0,0,15,0,0,1,1,1,1,2,2,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2
14,13,13,14,13,12,0,0,15,0,0,1,2,2,1,1,0,1,1,1,1,1,1,0,0,4,3,1,1,1,2,8
10,9,8,10,11,10,0,0,15,0,0,1,2,4,1,3,0,1,1,1,1,1,1,1,0,4,3,2,1,1,5,2
10,10,10,13,13,13,0,0,15,0,0,1,3,3,2,3,2,0,1,1,1,1,1,1,1,4,2,1,2,3,3,8
12,12,11,11,12,12,0,0,15,0,0,1,3,4,1,3,0,1,1,1,1,1,1,1,0,4,3,2,1,1,5,2
12,0,0,10,11,12,0,0,15,0,0,1,3,4,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0
8,9,8,11,10,11,0,0,15,0,1,1,2,2,2,2,0,1,1,1,0,1,1,1,0,4,1,3,1,3,4,2
16,16,16,15,15,15,0,0,15,0,1,1,3,1,2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,12
10,11,11,10,10,10,0,0,15,1,0,0,3,3,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10
14,15,15,15,14,15,0,0,15,1,0,0,4,3,1,2,0,0,1,1,1,1,1,1,0,4,3,2,1,1,1,0
8,0,0,11,12,13,0,0,15,1,0,1,1,1,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,0
9,10,10,13,12,12,0,0,15,1,0,1,1,1,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2
8,11,11,12,12,12,0,0,15,1,0,1,1,1,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0
10,11,11,13,12,13,0,0,15,1,0,1,1,2,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,5,2
16,15,15,14,14,14,0,0,15,1,0,1,1,2,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,2
10,12,12,10,12,13,0,0,15,1,0,1,2,1,3,3,0,0,1,0,1,1,1,1,0,5,2,2,1,1,4,4
7,8,8,10,10,10,0,0,15,1,0,1,2,2,1,4,0,1,1,1,0,1,1,1,0,5,1,2,1,1,3,8
8,7,6,11,11,11,0,0,15,1,0,1,2,3,2,1,0,0,1,0,1,1,1,0,0,3,5,1,1,1,5,0
6,7,0,11,11,11,0,0,15,1,0,1,3,2,1,2,3,0,1,0,0,1,1,1,0,3,3,2,1,1,3,0
7,6,6,11,10,10,0,0,15,1,0,1,3,2,2,2,0,1,1,1,0,1,1,1,0,4,3,5,1,1,2,26
15,14,15,14,14,14,0,0,15,1,0,1,4,2,1,3,0,0,1,1,1,1,1,1,1,3,2,2,1,1,5,2
13,14,14,15,15,15,0,0,15,1,0,1,4,2,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4
16,17,18,14,13,13,0,0,15,1,0,1,4,3,1,1,0,0,0,1,1,1,1,1,0,4,5,5,1,3,1,4
11,0,0,13,14,15,0,0,15,1,0,1,4,4,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0
8,10,11,13,12,12,0,0,15,1,0,1,4,4,1,1,0,1,1,1,0,1,1,1,0,3,3,4,2,3,5,0
7,9,8,12,11,12,0,0,15,1,0,1,4,4,2,2,2,0,0,1,0,1,1,1,1,4,4,4,2,3,5,6
7,7,7,13,12,12,0,0,15,1,0,1,4,4,1,2,1,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2
10,8,9,14,14,14,0,0,15,1,0,1,4,4,1,2,0,0,1,1,0,1,1,1,0,3,3,3,1,2,2,0
9,11,11,13,13,13,0,0,15,1,0,1,4,4,1,3,0,0,1,1,1,1,1,1,0,4,2,2,1,1,5,2
16,16,15,13,14,14,0,0,15,1,0,1,4,4,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0
10,13,13,13,12,13,0,0,15,1,1,0,3,3,1,1,0,0,0,1,0,1,1,1,0,5,3,4,4,4,1,6
7,10,11,10,11,11,0,0,15,1,1,0,3,4,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0
8,8,6,10,11,11,0,0,15,1,1,0,4,3,1,2,0,1,1,1,1,1,1,1,1,5,2,2,1,1,5,8
7,8,10,12,13,12,0,0,15,1,1,1,1,1,1,2,3,1,0,1,0,1,1,1,0,4,3,2,2,3,3,10
7,6,6,12,11,11,0,0,15,1,1,1,3,2,1,2,0,0,1,1,0,1,1,1,0,4,4,4,1,1,5,10
11,13,13,16,14,16,0,0,15,1,1,1,4,2,1,2,0,0,1,1,0,1,1,1,0,4,3,3,1,1,5,2
10,10,10,13,12,12,0,0,15,1,1,1,4,3,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0
10,10,11,13,13,13,0,0,16,0,0,1,2,2,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6
7,10,10,11,11,11,0,0,16,0,0,1,3,3,1,3,1,1,1,0,1,1,1,1,0,4,1,2,1,1,2,0
10,11,11,17,16,16,0,0,16,0,0,1,4,4,1,2,0,0,1,0,1,1,1,0,0,2,4,4,2,3,4,6
8,9,10,12,13,12,0,0,16,1,0,0,2,1,1,2,0,0,0,1,1,1,1,1,1,5,3,4,1,1,2,8
12,13,14,13,13,13,0,0,16,1,0,0,2,2,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0
7,7,7,11,11,12,0,0,16,1,0,0,3,1,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5
4,0,0,9,9,10,0,0,16,1,0,0,3,3,2,1,2,0,1,0,1,0,1,1,1,4,3,2,1,1,5,0
12,11,11,15,13,14,0,0,16,1,0,0,3,4,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,16
9,9,10,12,13,13,0,0,16,1,0,1,1,1,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6
10,8,11,10,10,16,0,0,16,1,0,1,1,1,4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,6
8,7,0,14,13,13,0,0,16,1,0,1,1,3,1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0
8,9,10,13,12,12,0,0,16,1,0,1,2,1,1,2,0,0,1,1,0,1,1,0,1,4,3,5,1,1,5,2
13,12,12,9,10,10,0,0,16,1,0,1,2,1,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20
10,13,13,8,10,10,0,0,16,1,0,1,2,2,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,6
6,7,0,12,12,13,0,0,16,1,0,1,2,2,1,2,0,0,1,1,0,0,1,1,0,5,1,5,1,1,4,0
8,7,8,12,11,11,0,0,16,1,0,1,2,2,1,2,0,0,0,1,0,1,1,1,1,5,4,4,1,1,5,0
11,11,11,13,13,13,0,0,16,1,0,1,2,2,1,4,0,0,0,1,0,1,1,1,1,5,2,3,1,3,3,0
13,13,11,13,12,14,0,0,16,1,0,1,2,2,2,2,0,0,0,1,1,0,1,1,0,3,4,4,1,4,5,2
6,9,8,10,11,12,0,0,16,1,0,1,2,2,1,1,2,0,1,1,0,0,1,1,0,1,2,2,1,3,5,14
8,10,10,11,12,12,0,0,16,1,0,1,2,3,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6
11,12,13,12,12,13,0,0,16,1,0,1,2,3,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10
16,16,17,13,13,14,0,0,16,1,0,1,2,3,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2
7,7,6,10,9,10,0,0,16,1,0,1,3,1,1,4,0,1,1,1,0,1,1,1,0,4,3,3,1,2,5,4
12,13,12,14,15,16,0,0,16,1,0,1,3,2,1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14
6,10,10,11,13,13,0,0,16,1,0,1,3,3,1,2,0,0,1,1,0,1,1,0,0,4,3,2,1,2,5,4
7,7,8,9,11,11,0,0,16,1,0,1,3,3,1,3,0,0,1,1,0,1,1,1,1,4,3,3,1,3,4,0
8,10,10,13,14,14,0,0,16,1,0,1,3,3,3,2,0,1,1,0,1,1,1,0,0,5,3,2,1,1,4,4
11,12,11,11,11,11,0,0,16,1,0,1,3,3,1,2,0,1,1,1,1,1,1,1,0,4,3,3,2,4,5,54
5,5,5,12,11,11,0,0,16,1,0,1,3,4,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,12
14,15,16,17,17,18,0,0,16,1,0,1,4,2,1,2,0,0,0,1,0,1,1,1,1,4,2,3,1,1,3,0
15,16,16,16,15,16,0,0,16,1,0,1,4,2,1,2,0,0,1,0,0,1,1,1,0,4,2,3,1,1,5,2
11,10,10,13,14,14,0,0,16,1,0,1,4,2,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,1,1,0
16,16,16,14,14,15,0,0,16,1,0,1,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2
7,9,8,12,13,13,0,0,16,1,0,1,4,3,1,3,0,1,1,1,0,1,1,1,0,5,3,5,1,1,3,0
10,9,9,14,13,13,0,0,16,1,0,1,4,3,1,3,0,1,1,1,1,1,1,1,0,3,4,4,2,4,4,2
11,12,13,14,15,15,0,0,16,1,0,1,4,3,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10
14,14,14,16,16,17,0,0,16,1,0,1,4,4,1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0
14,14,14,17,17,17,0,0,16,1,0,1,4,4,1,1,0,0,1,0,0,1,1,1,0,4,4,4,1,2,2,4
11,14,14,12,13,13,0,0,16,1,0,1,4,4,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,6
13,14,14,13,13,14,0,0,16,1,0,1,4,4,1,3,0,0,1,1,1,1,1,1,0,3,2,3,1,2,2,6
13,13,14,15,16,16,0,0,16,1,0,1,4,4,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0
11,12,11,13,12,13,0,0,16,1,1,0,3,3,1,2,0,0,1,0,0,1,1,1,0,2,3,5,1,4,3,12
14,14,13,10,11,11,0,0,16,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,2
8,10,9,13,13,10,0,0,16,1,1,1,1,2,1,2,0,1,0,0,1,1,1,1,0,4,4,3,1,1,1,4
8,7,6,13,11,11,0,0,16,1,1,1,2,2,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,4
10,10,9,10,11,11,0,0,16,1,1,1,2,2,2,2,1,1,0,0,1,1,1,1,0,4,3,3,2,2,5,14
7,10,11,11,11,10,0,0,16,1,1,1,2,2,2,2,1,0,1,0,1,0,1,1,1,3,3,3,1,2,3,25
12,13,13,14,13,13,0,0,16,1,1,1,2,2,3,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,4,2
13,13,13,14,12,13,0,0,16,1,1,1,2,4,2,2,0,0,1,1,1,1,1,1,1,4,2,2,1,2,5,2
7,6,6,12,13,12,0,0,16,1,1,1,3,1,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,4
10,11,9,14,14,15,0,0,16,1,1,1,3,3,2,2,0,0,1,1,1,1,1,1,0,4,4,5,1,1,4,4
16,15,15,16,15,16,0,0,16,1,1,1,4,3,3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2
14,15,16,15,15,14,0,0,16,1,1,1,4,4,1,3,0,0,1,1,1,1,1,1,1,5,4,5,1,1,4,4
9,9,10,11,10,11,0,0,16,1,1,1,4,4,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0
9,10,10,14,14,16,0,0,17,0,0,0,3,2,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4
13,11,11,13,13,13,0,0,17,0,0,1,2,1,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2
6,6,6,11,10,11,0,0,17,0,0,1,2,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2
7,6,6,13,13,13,0,0,17,0,0,1,2,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18
12,14,14,15,15,15,0,0,17,0,0,1,2,4,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7
11,11,10,15,15,17,0,0,17,0,0,1,3,4,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0
7,7,7,11,12,12,0,0,17,0,0,1,4,3,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6
11,11,11,11,11,10,0,0,17,0,1,1,2,2,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3
18,18,18,18,19,19,0,0,17,0,1,1,3,1,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6
8,10,10,12,11,11,0,0,17,0,1,1,4,4,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12
12,10,12,15,15,16,0,0,17,1,0,0,2,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10
9,8,0,10,12,14,0,0,17,1,0,0,2,2,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0
8,7,9,12,13,14,0,0,17,1,0,0,3,3,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6
13,13,13,15,14,17,0,0,17,1,0,0,4,3,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23
6,5,6,10,13,13,0,0,17,1,0,0,4,4,2,2,0,1,1,0,0,1,1,0,0,4,1,4,1,1,1,6
5,5,6,9,11,11,0,0,17,1,0,1,1,1,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,1,3,4
6,5,0,12,12,12,0,0,17,1,0,1,1,1,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0
8,8,9,12,11,12,0,0,17,1,0,1,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0
9,9,10,14,15,15,0,0,17,1,0,1,1,1,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4
13,12,12,13,13,14,0,0,17,1,0,1,1,1,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6
9,10,10,12,12,13,0,0,17,1,0,1,2,2,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4
10,9,11,12,12,14,0,0,17,1,0,1,2,2,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4
11,9,9,14,13,13,0,0,17,1,0,1,2,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12
7,7,8,12,13,13,0,0,17,1,0,1,2,3,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3
10,10,10,15,16,16,0,0,17,1,0,1,2,4,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2
16,17,17,17,18,17,0,0,17,1,0,1,2,4,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0
12,14,15,17,18,17,0,0,17,1,0,1,3,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1
17,17,18,18,18,18,0,0,17,1,0,1,3,2,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0
16,15,15,17,18,17,0,0,17,1,0,1,3,2,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10
7,8,0,12,13,15,0,0,17,1,0,1,3,2,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0
10,9,9,15,12,13,0,0,17,1,0,1,3,3,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4
10,9,9,8,9,8,0,0,17,1,0,1,3,4,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28
16,15,15,11,13,14,0,0,17,1,0,1,3,4,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16
15,12,14,16,16,16,0,0,17,1,0,1,4,2,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0
13,15,15,11,12,13,0,0,17,1,0,1,4,3,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0
15,15,15,17,18,18,0,0,17,1,0,1,4,3,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0
6,6,4,11,9,10,0,0,17,1,0,1,4,3,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22
11,11,12,13,13,13,0,0,17,1,0,1,4,4,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0
18,18,18,14,15,16,0,0,17,1,0,1,4,4,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24
10,9,9,11,11,12,0,0,17,1,0,1,4,4,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7
10,9,9,13,12,13,0,0,17,1,0,1,4,4,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7
14,14,14,15,14,15,0,0,17,1,0,1,4,4,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4
16,15,15,14,14,15,0,0,17,1,1,1,0,2,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0
10,13,12,13,12,12,0,0,17,1,1,1,2,2,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,12
12,12,12,12,12,12,0,0,17,1,1,1,2,2,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6
10,9,0,10,11,12,0,0,17,1,1,1,2,2,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0
14,15,15,14,15,16,0,0,17,1,1,1,2,4,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0
14,15,15,14,16,15,0,0,17,1,1,1,3,2,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2
9,9,8,14,13,14,0,0,17,1,1,1,3,3,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56
14,12,13,14,15,17,0,0,17,1,1,1,4,2,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6
13,13,14,14,12,12,0,0,17,1,1,1,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14
10,9,9,12,9,10,0,0,18,0,0,0,3,2,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75
9,8,10,11,10,11,0,0,18,0,0,1,1,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6
6,0,0,8,9,10,0,0,18,0,0,1,2,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0
10,9,0,14,13,14,0,0,18,0,0,1,2,2,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0
9,8,7,8,8,8,0,0,18,0,0,1,3,1,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16
12,10,11,10,11,12,0,0,18,0,0,1,4,4,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8
12,12,12,17,17,18,0,0,18,0,1,1,1,1,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1
5,6,6,0,11,11,0,0,18,1,0,0,4,4,2,2,0,1,0,0,0,1,1,0,0,4,3,4,1,1,3,6
8,9,10,12,13,13,0,0,18,1,0,1,1,1,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4
8,9,10,14,14,14,0,0,18,1,0,1,1,1,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4
7,0,0,12,10,11,0,0,18,1,0,1,2,1,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0
8,8,0,12,12,15,0,0,18,1,0,1,2,1,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0
18,18,19,18,18,18,0,0,18,1,0,1,2,2,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5
9,10,0,11,12,13,0,0,18,1,0,1,2,2,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0
11,10,10,11,12,14,0,0,18,1,0,1,2,3,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4
15,14,14,16,16,16,0,0,18,1,0,1,2,3,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4
13,13,14,14,16,17,0,0,18,1,0,1,3,2,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7
7,0,0,10,11,12,0,0,18,1,0,1,3,3,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0
9,10,9,14,15,17,0,0,18,1,0,1,4,3,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9
14,13,14,16,17,17,0,0,18,1,0,1,4,3,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0
17,18,18,15,15,15,0,0,18,1,0,1,4,3,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21
9,8,8,14,12,13,0,0,18,1,0,1,4,4,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15
11,11,11,12,11,13,0,0,18,1,0,1,4,4,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2
12,10,11,14,15,15,0,0,18,1,1,0,4,4,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14
11,11,11,13,13,13,0,0,18,1,1,1,1,1,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2
8,8,0,10,9,12,0,0,18,1,1,1,2,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0
16,15,17,14,14,15,0,0,18,1,1,1,3,3,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7
10,8,8,13,14,14,0,0,18,1,1,1,4,3,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10
7,8,9,9,10,11,0,0,19,1,0,1,0,1,1,2,3,0,1,0,0,0,0,0,0,3,4,2,1,1,5,2
8,8,8,12,12,12,0,0,19,1,0,1,3,3,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10
9,9,9,11,12,12,0,0,19,1,0,1,3,3,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15
10,9,0,14,13,13,0,0,19,1,0,1,4,4,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0
9,9,9,10,9,10,0,1,15,0,0,1,2,1,1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,8
11,8,8,7,8,8,0,1,15,0,0,1,2,3,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,2
9,0,0,12,11,11,0,1,15,0,0,1,3,4,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,0
17,16,16,13,14,15,0,1,15,0,0,1,4,3,1,2,0,0,1,0,1,1,1,1,1,4,5,2,1,1,5,0
10,13,13,12,10,11,0,1,15,0,0,1,4,4,4,4,0,0,1,1,1,1,1,1,1,1,3,5,3,5,1,6
14,16,16,14,14,15,0,1,15,1,0,0,2,2,1,3,0,0,1,0,0,1,1,1,1,4,5,2,1,1,3,0
16,18,18,16,16,16,0,1,15,1,0,0,3,4,1,2,0,0,1,1,1,1,1,1,0,5,4,4,1,1,1,0
13,13,12,11,12,12,0,1,15,1,0,0,4,4,1,4,0,0,1,0,1,0,1,1,1,1,3,3,5,5,3,4
12,12,11,11,12,12,0,1,15,1,0,1,2,2,1,1,0,0,1,1,0,1,1,1,0,4,2,2,1,2,5,2
8,8,11,9,10,10,0,1,15,1,0,1,2,2,1,1,0,1,1,0,0,1,1,1,0,5,4,1,1,1,1,0
16,14,15,14,13,13,0,1,15,1,0,1,2,2,1,4,0,0,1,1,1,1,1,1,0,5,5,4,1,2,5,6
11,10,11,10,9,9,0,1,15,1,0,1,2,3,1,3,0,1,0,1,0,0,1,1,0,5,3,2,1,2,5,4
10,12,12,11,11,12,0,1,15,1,0,1,2,3,1,1,0,1,1,1,1,0,1,1,1,3,2,2,1,3,3,2
