"G1mat","G2mat","G3mat","G1por","G2por","G3por","school","sex","age","address","famsize","Pstatus","Medu","Fedu","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences"
14,15,15,12,12,13,0,1,15,1,0,1,3,4,1,2,0,0,1,1,1,1,1,1,0,5,5,1,1,1,5,0
14,13,13,14,13,14,0,1,15,1,0,1,3,4,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,6
13,13,12,9,9,9,0,1,15,1,0,1,3,4,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,0
11,11,10,12,11,11,0,1,15,1,0,1,4,0,2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,8
15,16,15,11,11,11,0,1,15,1,0,1,4,2,1,1,0,0,0,1,0,1,1,1,0,2,2,4,2,4,1,4
10,10,10,11,9,10,0,1,15,1,0,1,4,2,1,4,0,0,0,0,0,1,1,1,0,3,3,3,1,1,3,0
15,15,14,11,12,13,0,1,15,1,0,1,4,2,1,2,0,0,1,1,0,1,1,0,0,4,3,3,2,2,5,2
10,10,11,12,12,13,0,1,15,1,0,1,4,3,2,2,0,0,1,1,0,1,1,1,0,5,4,3,1,2,3,2
9,9,10,11,11,11,0,1,15,1,0,1,4,3,1,2,0,0,1,1,1,1,1,1,0,4,3,3,2,3,5,6
13,14,15,12,13,14,0,1,15,1,0,1,4,3,1,2,0,0,0,0,0,1,1,1,0,4,4,1,1,1,1,0
7,9,0,9,11,11,0,1,15,1,0,1,4,3,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,0
12,15,15,11,12,12,0,1,15,1,0,1,4,4,1,1,0,0,1,1,0,1,1,1,0,5,4,2,1,1,5,0
9,11,12,10,11,11,0,1,15,1,0,1,4,4,1,2,0,0,1,1,0,0,1,1,0,5,4,2,3,4,5,0
11,13,14,16,15,16,0,1,15,1,0,1,4,4,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,2
10,13,14,12,13,12,0,1,15,1,0,1,4,4,1,1,0,0,1,0,1,0,1,1,0,5,3,3,1,1,5,4
17,16,17,15,15,15,0,1,15,1,0,1,4,4,2,2,0,0,1,0,1,1,1,1,0,4,3,1,1,1,5,0
19,18,18,14,15,15,0,1,15,1,0,1,4,4,1,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,5,2
14,15,15,15,15,16,0,1,15,1,0,1,4,4,1,2,0,0,1,0,1,1,1,0,0,3,2,2,1,1,5,4
8,9,10,12,11,11,0,1,15,1,1,0,2,1,4,1,3,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0
16,18,19,15,16,17,0,1,15,1,1,0,3,2,1,2,0,0,1,1,0,1,1,1,0,4,2,2,1,1,1,0
11,11,10,10,9,9,0,1,15,1,1,0,4,2,2,1,1,0,0,0,0,1,1,0,0,5,5,5,3,4,5,6
18,19,19,13,14,14,0,1,15,1,1,0,4,4,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,6
9,10,9,14,13,14,0,1,15,1,1,1,1,2,1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2
11,13,14,11,12,12,0,1,15,1,1,1,2,2,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,6
15,15,15,13,12,13,0,1,15,1,1,1,2,2,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,4
8,10,12,13,12,12,0,1,15,1,1,1,3,3,1,2,0,0,0,0,1,0,1,1,0,5,3,2,1,1,2,0
18,19,19,18,17,18,0,1,15,1,1,1,4,2,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10
15,16,18,14,14,14,0,1,15,1,1,1,4,3,1,3,0,0,1,0,1,1,1,1,0,5,4,3,1,1,4,2
14,14,14,12,13,12,0,1,15,1,1,1,4,4,1,1,0,0,1,1,1,1,1,1,0,4,3,3,1,3,5,2
12,12,12,10,11,11,0,1,15,1,1,1,4,4,1,1,0,0,1,0,0,0,1,1,1,5,4,3,2,4,5,8
15,16,15,13,13,13,0,1,16,0,0,0,4,4,2,3,0,0,1,0,1,1,1,1,1,2,4,3,1,1,5,7
8,9,8,14,13,12,0,1,16,0,0,1,2,1,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0
17,15,15,12,10,11,0,1,16,0,0,1,2,2,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,2
8,9,10,11,10,10,0,1,16,0,0,1,3,3,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,8
10,8,9,10,9,11,0,1,16,0,0,1,4,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,10
11,15,15,9,11,11,0,1,16,0,0,1,4,3,2,1,0,1,1,0,1,0,1,1,0,3,3,3,1,1,4,2
18,18,18,14,14,15,0,1,16,0,0,1,4,4,1,1,0,0,0,1,1,1,1,1,0,3,5,5,2,5,4,8
9,9,10,10,11,12,0,1,16,0,1,1,3,3,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8
13,15,15,11,12,11,0,1,16,1,0,1,0,2,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0
13,15,16,16,17,18,0,1,16,1,0,1,1,0,2,2,0,0,1,1,1,1,1,1,1,4,3,2,1,1,3,2
11,12,11,10,9,11,0,1,16,1,0,1,1,2,1,1,0,0,1,1,1,1,1,1,1,3,3,3,1,2,3,2
18,18,18,15,16,16,0,1,16,1,0,1,2,1,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6
10,10,10,9,10,11,0,1,16,1,0,1,2,2,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,4
11,10,10,12,10,11,0,1,16,1,0,1,2,2,2,2,1,0,0,1,1,0,1,1,0,4,4,2,1,1,3,12
13,14,14,13,12,12,0,1,16,1,0,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0
12,12,14,13,13,14,0,1,16,1,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,5,3,2,2,2,5,2
13,15,15,13,11,11,0,1,16,1,0,1,3,1,2,4,0,0,1,1,0,1,1,1,0,4,3,2,1,1,5,0
11,9,10,12,12,12,0,1,16,1,0,1,3,2,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10
12,14,15,12,12,12,0,1,16,1,0,1,3,2,1,1,0,0,1,1,0,0,1,1,0,5,4,3,1,1,5,0
7,10,10,9,11,10,0,1,16,1,0,1,3,3,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6
10,12,12,10,10,1,0,1,16,1,0,1,3,3,1,2,1,0,1,1,0,1,1,1,1,4,5,5,4,4,5,4
13,14,13,14,14,15,0,1,16,1,0,1,3,3,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,0
16,18,18,13,14,14,0,1,16,1,0,1,3,3,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,2
16,18,18,11,12,13,0,1,16,1,0,1,3,3,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,2
12,13,12,13,14,14,0,1,16,1,0,1,3,3,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2
12,13,12,11,12,13,0,1,16,1,0,1,3,3,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2
6,5,0,9,9,10,0,1,16,1,0,1,3,4,3,1,2,0,1,0,1,0,1,1,0,3,4,5,2,4,2,0
19,19,20,17,17,17,0,1,16,1,0,1,4,3,1,4,0,0,0,0,1,1,1,1,0,4,2,2,1,1,2,4
9,8,8,11,10,11,0,1,16,1,0,1,4,3,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,10
14,11,13,12,13,13,0,1,16,1,0,1,4,4,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,18
14,13,13,13,13,14,0,1,16,1,0,1,4,4,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2
13,12,12,14,15,15,0,1,16,1,0,1,4,4,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0
13,12,12,15,13,13,0,1,16,1,0,1,4,4,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0
7,7,5,9,9,8,0,1,16,1,0,1,4,4,1,1,0,1,1,1,1,1,1,1,0,4,5,5,5,5,4,14
16,17,17,16,16,16,0,1,16,1,0,1,4,4,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0
7,6,0,16,14,14,0,1,16,1,0,1,4,4,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0
7,6,0,9,9,8,0,1,16,1,0,1,4,4,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0
15,15,16,16,14,14,0,1,16,1,0,1,4,4,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,2
15,15,16,9,9,8,0,1,16,1,0,1,4,4,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,2
10,12,11,12,11,12,0,1,16,1,0,1,4,4,1,2,0,0,1,1,1,1,1,1,1,4,4,5,5,5,5,16
11,11,11,12,12,13,0,1,16,1,1,0,3,4,1,2,0,1,1,0,1,1,1,1,0,5,3,3,1,1,5,4
8,6,7,9,9,10,0,1,16,1,1,0,4,4,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,18
9,7,6,9,9,9,0,1,16,1,1,1,1,1,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18
14,12,12,10,10,10,0,1,16,1,1,1,1,1,1,2,1,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0
12,13,14,9,10,10,0,1,16,1,1,1,2,1,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6
15,15,15,13,14,16,0,1,16,1,1,1,2,1,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0
12,12,11,13,12,13,0,1,16,1,1,1,2,2,1,2,0,0,0,0,0,1,1,1,0,4,4,4,1,1,3,0
13,13,12,10,10,10,0,1,16,1,1,1,2,2,2,2,0,0,1,0,1,1,1,1,0,5,4,4,2,4,5,0
9,9,9,12,11,11,0,1,16,1,1,1,2,2,2,1,2,0,1,0,1,1,1,1,0,2,3,3,2,2,2,8
15,15,16,12,13,14,0,1,16,1,1,1,4,2,1,2,0,0,0,0,1,1,1,1,0,4,5,1,1,3,5,2
8,10,10,12,12,12,0,1,16,1,1,1,4,3,1,1,0,0,0,1,1,1,1,1,0,3,1,3,1,3,5,4
15,15,15,12,12,13,0,1,16,1,1,1,4,3,1,2,0,0,1,1,1,1,1,1,0,5,4,2,1,2,5,10
6,0,0,14,14,15,0,1,16,1,1,1,4,3,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0
15,14,14,16,17,18,0,1,17,0,0,1,1,2,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2
8,9,10,9,9,10,0,1,17,0,0,1,1,2,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4
9,7,8,12,11,11,0,1,17,0,0,1,1,3,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,20
8,12,12,12,12,13,0,1,17,0,0,1,2,1,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0
11,11,11,12,13,13,0,1,17,0,0,1,2,2,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4
11,10,10,11,10,10,0,1,17,0,0,1,2,2,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8
10,0,0,10,9,10,0,1,17,0,0,1,3,4,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,0
10,11,12,12,12,12,0,1,17,0,1,0,4,4,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2
5,8,7,8,8,8,0,1,17,0,1,1,1,1,4,2,3,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0
16,12,13,9,8,10,0,1,17,0,1,1,1,2,1,1,0,0,0,0,0,1,1,0,0,2,2,2,3,3,5,8
7,6,0,8,8,9,0,1,17,0,1,1,2,1,2,1,2,0,0,0,1,1,0,1,1,3,3,2,2,2,5,0
12,10,11,12,12,12,0,1,17,1,0,1,1,1,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2
7,8,8,10,11,12,0,1,17,1,0,1,1,2,2,2,0,0,0,1,1,0,1,1,0,4,4,4,4,5,5,12
5,0,0,9,9,10,0,1,17,1,0,1,2,1,1,1,3,0,1,0,0,1,1,1,0,5,4,5,1,2,5,0
5,0,0,9,7,6,0,1,17,1,0,1,2,1,1,1,3,0,1,0,0,1,1,1,0,5,4,5,1,2,5,0
8,8,10,9,9,10,0,1,17,1,0,1,2,1,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,2
8,8,10,9,7,6,0,1,17,1,0,1,2,1,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,2
12,12,13,9,12,13,0,1,17,1,0,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4
9,9,10,11,11,14,0,1,17,1,0,1,3,1,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2
6,5,5,8,8,7,0,1,17,1,0,1,3,2,1,1,3,0,1,0,1,1,1,1,0,5,5,5,2,4,5,16
14,12,11,14,15,15,0,1,17,1,0,1,3,3,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4
6,5,6,11,9,10,0,1,17,1,0,1,3,3,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4
14,15,16,17,18,17,0,1,17,1,0,1,3,3,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3
12,12,11,11,13,14,0,1,17,1,0,1,3,3,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,12
10,10,11,11,11,13,0,1,17,1,0,1,4,3,1,2,0,0,1,0,1,1,1,1,1,5,2,3,1,1,2,4
17,15,16,13,13,14,0,1,17,1,0,1,4,4,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4
11,9,9,13,13,13,0,1,17,1,0,1,4,4,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14
11,9,10,13,13,13,0,1,17,1,1,0,3,2,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19
8,8,8,11,11,10,0,1,17,1,1,0,4,1,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30
7,9,8,9,10,10,0,1,17,1,1,1,1,1,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2
14,13,13,16,16,16,0,1,17,1,1,1,2,2,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4
12,11,12,10,11,11,0,1,17,1,1,1,2,3,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2
12,12,12,15,15,15,0,1,17,1,1,1,4,3,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14
10,9,9,10,11,11,0,1,17,1,1,1,4,3,2,2,0,0,0,1,1,1,1,1,0,4,4,4,4,4,4,4
11,11,10,12,13,13,0,1,17,1,1,1,4,4,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0
12,12,13,13,12,12,0,1,17,1,1,1,4,4,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13
13,11,10,11,9,10,0,1,17,1,1,1,4,4,1,2,0,0,1,1,1,1,1,1,0,4,4,4,1,3,5,0
13,12,12,10,11,12,0,1,18,0,0,1,3,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1
16,15,16,15,14,17,0,1,18,0,0,1,4,3,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9
17,17,17,15,16,16,0,1,18,0,1,0,3,4,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13
14,13,14,14,15,15,0,1,18,0,1,1,3,2,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8
3,5,5,10,9,10,0,1,18,0,1,1,3,3,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8
15,14,14,16,16,16,0,1,18,1,0,1,2,1,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8
6,9,8,7,8,6,0,1,18,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4
15,14,14,14,15,15,0,1,18,1,0,1,2,1,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6
12,13,13,10,9,10,0,1,18,1,0,1,2,2,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0
7,7,0,8,7,8,0,1,18,1,0,1,2,2,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0
6,7,8,12,11,11,0,1,18,1,0,1,2,2,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15
6,8,8,7,8,7,0,1,18,1,0,1,3,2,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0
10,9,10,10,12,14,0,1,18,1,0,1,4,2,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10
12,11,11,15,16,16,0,1,18,1,0,1,4,2,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11
8,8,8,10,10,11,0,1,18,1,0,1,4,3,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2
10,10,9,14,13,14,0,1,18,1,0,1,4,3,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0
9,12,11,13,14,13,0,1,18,1,0,1,4,4,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3
9,9,9,12,12,13,0,1,18,1,0,1,4,4,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22
9,9,9,11,12,12,0,1,18,1,0,1,4,4,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22
10,10,0,12,12,13,0,1,18,1,0,1,4,4,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0
10,10,0,11,12,12,0,1,18,1,0,1,4,4,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0
15,13,15,17,17,17,0,1,18,1,1,0,4,4,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9
6,5,0,11,9,0,0,1,18,1,1,1,1,1,1,1,3,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0
10,8,9,9,10,11,0,1,18,1,1,1,2,1,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14
9,8,8,11,11,12,0,1,18,1,1,1,2,2,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2
6,6,8,10,10,10,0,1,18,1,1,1,3,3,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13
16,15,15,16,16,17,0,1,18,1,1,1,3,4,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11
10,11,10,10,10,10,0,1,18,1,1,1,4,3,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8
16,15,16,18,18,17,0,1,18,1,1,1,4,4,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5
15,12,12,10,10,11,0,1,19,0,0,1,3,3,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0
5,0,0,11,9,11,0,1,19,1,0,1,3,2,1,1,3,0,1,0,0,1,0,1,1,4,5,4,1,1,4,0
11,11,11,11,13,14,0,1,19,1,1,0,4,3,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12
17,18,18,14,15,15,0,1,20,1,0,0,3,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0
6,8,8,7,8,5,0,1,22,1,0,1,3,1,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16
7,6,0,8,8,9,1,0,17,0,0,1,1,1,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0
6,5,5,7,8,9,1,0,17,0,0,1,1,2,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14
12,11,12,13,13,13,1,0,17,0,0,1,1,2,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0
10,10,10,8,9,9,1,0,17,0,0,1,3,1,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17
12,13,13,12,12,12,1,0,17,0,0,1,4,4,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4
13,11,11,10,11,12,1,0,17,1,0,1,2,2,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8
12,12,11,15,14,15,1,0,17,1,1,0,3,2,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2
16,15,15,15,14,15,1,0,17,1,1,1,4,4,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0
8,8,10,10,11,12,1,0,18,0,0,1,1,1,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2
10,9,10,14,17,15,1,0,18,0,0,1,2,2,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2
14,12,11,7,5,0,1,0,18,0,0,1,4,4,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10
6,5,6,7,9,10,1,0,18,0,0,1,4,4,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7
19,18,19,15,17,17,1,0,18,0,1,1,4,4,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0
8,9,10,13,14,14,1,0,18,0,1,1,4,4,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4
6,5,0,7,8,7,1,0,18,1,0,1,1,1,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0
6,5,0,11,12,9,1,0,18,1,0,1,1,1,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0
11,10,10,10,10,10,1,0,18,1,0,1,2,3,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0
15,15,15,16,16,16,1,0,18,1,0,1,3,3,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0
10,9,9,10,10,10,1,0,18,1,0,1,3,3,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0
11,11,10,13,12,13,1,0,18,1,0,1,3,3,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0
18,16,16,19,17,18,1,0,18,1,1,1,1,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0
7,9,8,15,15,16,1,0,18,1,1,1,3,1,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0
7,5,0,10,11,10,1,0,19,0,0,1,2,3,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0
13,11,11,10,11,11,1,1,17,0,0,1,4,3,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4
11,11,10,14,15,16,1,1,17,1,0,1,2,3,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2
13,13,13,8,9,10,1,1,17,1,0,1,3,3,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2
14,16,16,10,10,10,1,1,17,1,1,1,3,1,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3
10,10,10,8,10,9,1,1,18,0,0,1,1,3,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4
7,6,7,7,7,0,1,1,18,0,0,1,2,1,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5
11,13,13,9,10,11,1,1,18,0,0,1,3,2,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10
6,5,5,7,7,0,1,1,18,0,0,1,4,2,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14
14,12,12,9,10,10,1,1,18,0,1,1,1,2,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3
11,12,10,10,11,11,1,1,18,0,1,1,3,2,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0
15,14,14,17,18,19,1,1,18,1,0,1,4,4,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4
10,10,10,14,13,14,1,1,18,1,1,1,1,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4
8,7,8,9,10,9,1,1,18,1,1,1,1,3,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7
13,13,13,15,16,16,1,1,18,1,1,1,4,4,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0
8,8,8,8,9,10,1,1,19,0,0,1,1,1,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4
8,7,8,10,9,11,1,1,19,0,0,1,1,1,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8
6,5,0,5,8,0,1,1,19,0,0,1,1,1,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0
